Student_ID,Name,Gender,Age,Department,Attendance_Percentage,Study_Hours,Sleep_Hours,Internet_Usage_Hours,Previous_Grades,Family_Income,Parent_Education,Final_Exam_Marks,Result
STU0216,Steven Jackson,Male,18,Information Technology,75.9,7.3,7.9,2.1,89.5,Medium,Bachelor's Degree,69.0,Pass
STU0217,Thomas Brown,Male,20,Business Administration,72.7,3.0,6.1,4.0,78.3,Medium,Associate's Degree,50.1,Pass
STU0218,Patricia Brown,Female,18,Computer Science,87.7,4.8,6.8,4.0,78.9,Medium,High School,51.1,Pass
STU0219,Patricia Anderson,Female,19,Computer Science,73.9,6.8,7.9,3.6,71.3,Low,Bachelor's Degree,66.3,Pass
STU0220,Patricia Brown,Female,20,Electrical Engineering,64.6,5.3,8.7,3.7,59.0,Medium,Associate's Degree,41.0,Fail
STU0221,Barbara Miller,Female,19,Information Technology,80.0,8.8,6.3,6.4,77.5,Low,Bachelor's Degree,62.6,Pass
STU0222,Karen Jackson,Female,22,Mechanical Engineering,85.2,3.2,7.9,1.0,94.3,Medium,Master's Degree,71.8,Pass
STU0223,Andrew Lopez,Male,19,Business Administration,79.3,4.5,6.1,2.8,86.7,Medium,Master's Degree,64.1,Pass
STU0224,Robert Gonzalez,Male,22,Information Technology,75.9,4.7,9.5,3.0,80.1,Medium,Associate's Degree,61.7,Pass
STU0225,Paul Davis,Male,22,Business Administration,75.3,6.4,6.5,5.7,91.3,Medium,Master's Degree,65.7,Pass
STU0226,Mark Smith,Male,19,Computer Science,83.1,7.8,7.8,4.2,73.9,Low,Master's Degree,79.7,Pass
STU0227,Jennifer Davis,Female,19,Electrical Engineering,73.1,5.2,7.2,4.2,82.8,Medium,Master's Degree,64.7,Pass
STU0228,Michael Thomas,Male,22,Electrical Engineering,78.7,4.7,10.0,5.4,64.6,Medium,Bachelor's Degree,43.0,Fail
STU0229,Karen Lopez,Female,20,Mechanical Engineering,89.5,1.7,7.3,3.2,83.9,Medium,Bachelor's Degree,48.8,Fail
STU0230,Sandra Wilson,Female,22,Electrical Engineering,69.0,5.2,6.4,4.5,84.2,Low,Bachelor's Degree,46.6,Fail
STU0231,Patricia Jones,Female,21,Computer Science,81.6,3.6,7.8,2.7,84.4,Medium,Associate's Degree,48.7,Fail
STU0232,Elizabeth Garcia,Female,22,Mechanical Engineering,64.1,6.4,7.7,1.9,94.0,Low,PhD,64.6,Pass
STU0233,Betty Rodriguez,Female,20,Information Technology,84.3,4.1,6.8,6.2,90.3,Medium,High School,50.2,Pass
STU0234,Margaret Wilson,Female,21,Electrical Engineering,72.2,4.5,5.7,4.1,69.1,Low,High School,28.5,Fail
STU0235,Richard Martin,Male,18,Mechanical Engineering,92.2,1.8,6.4,4.5,92.8,High,Master's Degree,63.0,Pass
STU0236,Patricia Miller,Female,18,Computer Science,67.2,1.0,8.1,1.9,74.2,Low,High School,37.7,Fail
STU0237,David Taylor,Male,20,Business Administration,86.4,9.1,4.9,4.3,69.2,Medium,Master's Degree,69.6,Pass
STU0238,John Williams,Male,22,Business Administration,94.2,5.3,6.7,6.2,84.4,Low,Bachelor's Degree,54.9,Pass
STU0239,Elizabeth Jones,Female,19,Computer Science,71.7,5.9,8.2,3.1,89.3,Medium,High School,67.8,Pass
STU0240,James Davis,Male,20,Computer Science,73.4,3.0,6.9,1.6,69.5,Medium,Associate's Degree,45.0,Fail
STU0241,Nancy Brown,Female,21,Business Administration,72.6,6.9,9.6,3.8,97.5,Medium,Bachelor's Degree,62.1,Pass
STU0242,Betty Anderson,Female,21,Mechanical Engineering,77.1,6.5,4.9,1.9,75.1,Low,Bachelor's Degree,56.0,Pass
STU0243,Lisa Martinez,Female,18,Business Administration,87.2,3.2,5.8,1.2,77.1,Medium,Master's Degree,55.0,Pass
STU0244,Robert Wilson,Male,21,Computer Science,76.3,2.7,4.2,2.4,73.0,Low,Master's Degree,28.1,Fail
STU0245,Donald Martinez,Male,20,Electrical Engineering,70.8,3.4,9.4,2.8,62.6,Low,Associate's Degree,37.2,Fail
STU0246,Karen Lopez,Female,21,Information Technology,61.8,4.9,5.9,2.0,70.2,Medium,High School,45.8,Fail
STU0247,Thomas Smith,Male,20,Electrical Engineering,98.0,5.4,4.6,5.5,79.1,Low,Master's Degree,55.2,Pass
STU0248,Elizabeth Martin,Female,19,Electrical Engineering,98.8,5.1,6.3,6.3,84.6,Low,Bachelor's Degree,53.4,Pass
STU0249,Jessica Hernandez,Female,18,Computer Science,87.6,7.9,7.1,4.4,57.6,High,High School,51.6,Pass
STU0250,Nancy Smith,Female,21,Business Administration,73.9,3.4,6.3,4.1,87.3,High,Master's Degree,60.5,Pass
STU0251,Joshua Hernandez,Male,20,Mechanical Engineering,89.5,2.6,7.0,3.3,88.6,Medium,Master's Degree,62.4,Pass
STU0252,William Anderson,Male,22,Electrical Engineering,91.5,5.0,8.0,2.2,96.5,Low,Bachelor's Degree,63.6,Pass
STU0253,Elizabeth Lopez,Female,18,Business Administration,79.5,1.3,6.8,5.9,63.6,Low,Associate's Degree,35.9,Fail
STU0254,William Taylor,Male,19,Mechanical Engineering,82.4,6.5,7.0,3.4,82.2,Medium,Bachelor's Degree,63.9,Pass
STU0255,Steven Lopez,Male,20,Electrical Engineering,94.3,5.2,6.3,2.8,94.8,Low,Bachelor's Degree,60.3,Pass
STU0256,Margaret Anderson,Female,19,Mechanical Engineering,65.6,4.3,5.2,5.0,90.3,High,Master's Degree,57.9,Pass
STU0257,Barbara Lopez,Female,19,Business Administration,92.0,4.1,4.8,3.4,98.5,Low,PhD,55.6,Pass
STU0258,Michelle Moore,Female,21,Information Technology,78.9,7.0,6.6,5.0,86.3,High,Bachelor's Degree,79.1,Pass
STU0259,Sandra Johnson,Female,21,Business Administration,70.9,6.9,7.1,2.9,83.4,Medium,Bachelor's Degree,58.4,Pass
STU0260,Thomas Jones,Male,20,Computer Science,71.7,4.5,6.5,5.0,65.6,Medium,PhD,54.1,Pass
STU0261,Michelle Smith,Female,22,Mechanical Engineering,73.4,6.3,4.8,5.0,94.2,Low,High School,54.9,Pass
STU0262,Jennifer Garcia,Female,20,Information Technology,69.9,6.9,7.2,5.5,79.2,High,High School,62.2,Pass
STU0263,William Jones,Male,22,Mechanical Engineering,99.7,5.7,9.0,2.4,87.1,Low,Master's Degree,73.8,Pass
STU0264,Mary Taylor,Female,19,Mechanical Engineering,86.9,4.5,6.9,3.4,83.1,Medium,High School,42.9,Fail
STU0265,Donna Wilson,Female,18,Electrical Engineering,92.6,5.8,6.3,6.4,61.9,High,High School,57.0,Pass
STU0266,Nancy Martinez,Female,20,Computer Science,87.6,2.7,6.9,3.1,73.3,Low,High School,42.6,Fail
STU0267,Michelle Moore,Female,20,Mechanical Engineering,82.6,5.2,5.7,4.7,88.2,Medium,Associate's Degree,60.8,Pass
STU0268,Lisa Johnson,Female,22,Business Administration,82.7,4.5,5.6,6.9,82.3,Medium,High School,50.3,Pass
STU0269,Paul Miller,Male,19,Business Administration,78.0,4.1,7.5,1.0,86.2,Medium,Associate's Degree,58.1,Pass
STU0270,Mark Hernandez,Male,19,Electrical Engineering,78.8,1.2,8.2,3.1,86.1,Medium,PhD,45.7,Fail
STU0271,Emily Lopez,Female,22,Computer Science,67.9,2.7,6.8,3.5,70.2,Medium,Bachelor's Degree,41.1,Fail
STU0272,Barbara Martin,Female,19,Computer Science,92.8,3.9,4.6,1.0,78.4,Medium,Bachelor's Degree,69.2,Pass
STU0273,Betty Martin,Female,21,Business Administration,63.9,7.0,7.4,2.8,81.6,Medium,High School,63.4,Pass
STU0274,Ashley Moore,Female,18,Information Technology,71.4,5.6,9.5,2.0,90.2,Medium,Bachelor's Degree,65.3,Pass
STU0275,Karen Davis,Female,20,Electrical Engineering,100.0,7.1,6.7,4.8,86.2,Low,Bachelor's Degree,67.9,Pass
STU0276,Emily Smith,Female,18,Electrical Engineering,83.4,7.7,6.8,1.0,68.9,High,Bachelor's Degree,65.4,Pass
STU0277,Jessica Garcia,Female,20,Business Administration,83.8,5.7,6.0,6.3,82.4,High,High School,62.7,Pass
STU0278,Elizabeth Anderson,Female,21,Business Administration,88.4,5.3,7.6,4.5,92.0,Medium,Associate's Degree,55.8,Pass
STU0279,Margaret Johnson,Female,19,Information Technology,66.6,2.9,6.2,1.9,92.0,Medium,Master's Degree,50.5,Pass
STU0280,Mary Hernandez,Female,22,Information Technology,68.1,9.4,8.2,5.0,89.3,Medium,Bachelor's Degree,72.2,Pass
STU0281,Karen Moore,Female,21,Computer Science,77.6,1.9,6.2,4.4,64.1,Medium,Bachelor's Degree,44.8,Fail
STU0282,Paul Taylor,Male,18,Electrical Engineering,73.0,5.3,7.4,3.4,78.2,Medium,Bachelor's Degree,61.3,Pass
STU0283,Joseph Anderson,Male,22,Electrical Engineering,81.3,6.8,6.9,2.4,90.1,Low,Associate's Degree,62.6,Pass
STU0284,Joseph Taylor,Male,19,Business Administration,86.9,6.9,8.9,4.3,95.0,Medium,Bachelor's Degree,72.3,Pass
STU0285,Nancy Davis,Female,21,Computer Science,95.9,2.5,7.5,3.7,87.5,Low,High School,50.0,Pass
STU0286,Anthony Brown,Male,22,Electrical Engineering,90.1,4.1,8.7,2.5,80.9,Low,Bachelor's Degree,60.3,Pass
STU0287,James Smith,Male,21,Computer Science,72.1,3.2,7.1,1.5,88.2,Medium,PhD,60.5,Pass
STU0288,Donna Thomas,Female,21,Computer Science,78.3,1.0,6.8,2.2,71.5,Medium,Bachelor's Degree,50.9,Pass
STU0289,Anthony Thomas,Male,19,Business Administration,75.5,5.3,7.0,2.7,84.5,Medium,Associate's Degree,58.0,Pass
STU0290,Elizabeth Rodriguez,Female,20,Computer Science,71.8,3.4,6.1,5.2,87.3,Medium,Associate's Degree,55.4,Pass
STU0291,John Moore,Male,22,Information Technology,69.6,8.3,7.6,4.8,91.2,High,Bachelor's Degree,76.2,Pass
STU0292,David Rodriguez,Male,19,Information Technology,98.6,6.4,7.1,2.8,93.5,Medium,Master's Degree,70.6,Pass
STU0293,Mary Rodriguez,Female,21,Mechanical Engineering,82.1,5.1,7.1,2.9,89.2,Medium,Bachelor's Degree,77.2,Pass
STU0294,Donald Gonzalez,Male,19,Business Administration,79.8,4.0,8.0,5.0,71.3,Low,Bachelor's Degree,55.7,Pass
STU0295,Thomas Gonzalez,Male,20,Mechanical Engineering,86.8,5.3,8.9,3.9,84.6,Low,High School,55.6,Pass
STU0296,Sarah Hernandez,Female,22,Information Technology,87.3,4.4,7.2,3.9,74.3,Medium,Bachelor's Degree,61.4,Pass
STU0297,Linda Johnson,Female,20,Mechanical Engineering,93.2,5.2,8.0,2.4,82.3,Medium,Bachelor's Degree,59.4,Pass
STU0298,David Wilson,Male,18,Business Administration,74.6,9.2,7.9,3.3,75.5,Medium,PhD,70.4,Pass
STU0299,Linda Garcia,Female,22,Business Administration,86.0,2.7,6.5,3.5,84.6,Medium,Associate's Degree,56.9,Pass
STU0300,Andrew Garcia,Male,20,Computer Science,72.9,4.6,9.5,3.4,61.8,Medium,Bachelor's Degree,46.3,Fail
STU0301,John Moore,Male,21,Electrical Engineering,80.1,6.6,6.3,4.6,91.1,Low,Associate's Degree,60.9,Pass
STU0302,Betty Rodriguez,Female,22,Computer Science,82.6,4.1,7.1,4.6,82.5,Low,Bachelor's Degree,53.1,Pass
STU0303,Donna Gonzalez,Female,22,Business Administration,83.5,8.5,8.7,2.1,100.0,High,Master's Degree,84.3,Pass
STU0304,Lisa Smith,Female,19,Information Technology,83.1,6.5,8.7,2.7,83.2,Medium,High School,60.0,Pass
STU0305,Susan Anderson,Female,21,Information Technology,90.0,3.4,7.0,2.5,80.5,Low,Associate's Degree,41.9,Fail
STU0306,Mary Lopez,Female,18,Computer Science,76.0,5.4,8.2,5.6,89.7,Medium,Bachelor's Degree,68.8,Pass
STU0307,Susan Anderson,Female,20,Business Administration,83.8,3.4,6.7,6.9,80.2,Medium,Bachelor's Degree,51.9,Pass
STU0308,Andrew Smith,Male,19,Information Technology,74.4,3.2,6.4,2.8,82.7,Medium,High School,56.8,Pass
STU0309,Kimberly Taylor,Female,20,Business Administration,100.0,4.7,5.5,3.2,95.6,Low,Associate's Degree,51.5,Pass
STU0310,Robert Lopez,Male,18,Information Technology,72.9,7.8,7.9,4.8,82.6,Medium,Bachelor's Degree,59.2,Pass
STU0311,David Hernandez,Male,18,Business Administration,75.0,6.6,8.0,2.4,96.1,Low,Master's Degree,67.7,Pass
STU0312,Robert Davis,Male,22,Mechanical Engineering,90.8,5.0,6.3,4.8,67.8,High,High School,59.4,Pass
STU0313,Anthony Wilson,Male,18,Business Administration,77.7,6.7,7.3,3.5,100.0,Medium,Master's Degree,68.5,Pass
STU0314,Karen Johnson,Female,20,Business Administration,90.8,5.6,10.0,1.0,67.5,Medium,High School,45.9,Fail
STU0315,Sandra Rodriguez,Female,21,Computer Science,83.5,2.4,8.4,1.5,93.9,Medium,High School,54.0,Pass
STU0316,Jennifer Davis,Female,21,Mechanical Engineering,78.0,4.7,5.9,3.0,63.7,Low,High School,41.2,Fail
STU0317,Donald Johnson,Male,22,Electrical Engineering,74.5,4.8,8.2,5.3,100.0,Low,Master's Degree,64.7,Pass
STU0318,David Lopez,Male,20,Computer Science,74.1,6.7,5.9,2.2,85.8,High,High School,61.4,Pass
STU0319,William Johnson,Male,20,Electrical Engineering,78.1,3.8,4.0,2.7,71.8,Low,Bachelor's Degree,43.8,Fail
STU0320,Donald Jones,Male,18,Information Technology,80.3,3.0,7.0,3.8,99.3,Low,Bachelor's Degree,63.0,Pass
STU0321,Margaret Lopez,Female,20,Electrical Engineering,73.7,4.9,8.9,1.0,71.0,High,PhD,54.3,Pass
STU0322,Linda Anderson,Female,19,Business Administration,80.9,3.6,8.7,3.9,79.2,Medium,Master's Degree,60.5,Pass
STU0323,Lisa Thomas,Female,18,Electrical Engineering,71.1,4.3,7.5,1.2,100.0,Medium,Bachelor's Degree,55.7,Pass
STU0324,David Wilson,Male,19,Computer Science,89.6,4.8,6.3,4.4,88.2,Low,Master's Degree,63.9,Pass
STU0325,Emily Lopez,Female,22,Computer Science,91.5,4.2,7.6,2.3,63.5,Medium,Bachelor's Degree,62.5,Pass
STU0326,Lisa Gonzalez,Female,21,Electrical Engineering,75.0,7.1,6.7,2.1,82.0,Medium,Master's Degree,65.6,Pass
STU0327,Lisa Thomas,Female,22,Computer Science,74.4,8.1,6.4,3.9,82.3,Medium,Associate's Degree,69.3,Pass
STU0328,Margaret Anderson,Female,21,Computer Science,83.8,6.9,8.3,4.7,87.7,Low,High School,59.0,Pass
STU0329,Michael Hernandez,Male,22,Electrical Engineering,94.7,1.1,6.4,4.1,80.1,Medium,Bachelor's Degree,50.7,Pass
STU0330,Andrew Anderson,Male,20,Mechanical Engineering,96.9,3.6,8.4,3.8,89.3,Medium,Associate's Degree,47.6,Fail
STU0331,Michael Gonzalez,Male,19,Mechanical Engineering,68.0,4.6,6.3,3.8,65.4,Medium,Associate's Degree,46.9,Fail
STU0332,Donna Johnson,Female,21,Information Technology,92.1,1.0,9.5,4.1,74.5,Medium,Bachelor's Degree,44.5,Fail
STU0333,Anthony Brown,Male,18,Computer Science,81.4,3.1,5.0,4.2,84.0,Low,Associate's Degree,51.0,Pass
STU0334,Donald Martin,Male,19,Electrical Engineering,81.6,4.6,5.9,2.9,75.1,Low,Bachelor's Degree,56.0,Pass
STU0335,Anthony Anderson,Male,18,Computer Science,87.0,4.0,6.8,4.5,93.8,Medium,High School,56.8,Pass
STU0336,Robert Davis,Male,19,Business Administration,77.2,5.0,4.6,2.3,75.2,Medium,PhD,57.1,Pass
STU0337,Ashley Martinez,Female,19,Computer Science,93.0,2.0,4.0,5.1,82.8,High,Master's Degree,42.7,Fail
STU0338,Linda Moore,Female,22,Computer Science,96.2,4.0,4.6,4.7,83.2,Medium,Master's Degree,64.8,Pass
STU0339,John Taylor,Male,21,Mechanical Engineering,96.6,5.3,6.6,6.8,75.7,Medium,Associate's Degree,62.0,Pass
STU0340,Matthew Brown,Male,21,Electrical Engineering,63.6,5.0,6.7,4.3,81.1,High,Bachelor's Degree,48.3,Fail
STU0341,Lisa Miller,Female,19,Computer Science,79.7,6.0,7.4,4.9,71.0,Low,PhD,62.3,Pass
STU0342,Daniel Martinez,Male,20,Mechanical Engineering,62.6,5.9,6.8,1.2,77.0,Medium,Master's Degree,61.5,Pass
STU0343,Richard Gonzalez,Male,20,Information Technology,74.3,4.1,7.4,4.9,81.4,Low,Bachelor's Degree,48.8,Fail
STU0344,Richard Taylor,Male,18,Mechanical Engineering,58.0,5.3,6.5,5.3,65.8,Low,Associate's Degree,43.4,Fail
STU0345,Charles Martinez,Male,18,Mechanical Engineering,86.5,3.2,7.9,5.8,88.1,Medium,Bachelor's Degree,52.4,Pass
STU0346,Linda Martin,Female,22,Mechanical Engineering,84.2,4.4,7.7,3.7,85.5,Medium,Bachelor's Degree,54.0,Pass
STU0347,Linda Miller,Female,19,Computer Science,77.7,2.7,6.6,3.0,85.2,Medium,Associate's Degree,46.9,Fail
STU0348,James Lopez,Male,18,Computer Science,74.1,7.3,7.6,1.9,84.9,Medium,Bachelor's Degree,70.4,Pass
STU0349,Matthew Martinez,Male,18,Information Technology,85.1,4.4,6.8,2.0,71.5,Medium,Master's Degree,62.6,Pass
STU0350,Margaret Gonzalez,Female,19,Business Administration,71.9,7.3,5.2,3.5,84.5,Low,Bachelor's Degree,59.9,Pass
STU0351,Sarah Rodriguez,Female,22,Business Administration,71.2,5.7,8.1,1.0,88.8,Medium,Bachelor's Degree,68.5,Pass
STU0352,Margaret Martinez,Female,18,Business Administration,70.0,3.1,5.9,2.3,67.3,Medium,Bachelor's Degree,47.0,Fail
STU0353,Karen Davis,Female,22,Information Technology,80.0,5.6,8.1,3.6,72.6,High,PhD,60.5,Pass
STU0354,Donald Taylor,Male,21,Business Administration,76.2,6.8,7.4,3.6,82.1,Low,Bachelor's Degree,66.7,Pass
STU0355,William Brown,Male,22,Business Administration,78.2,4.8,6.9,2.0,78.8,Low,Bachelor's Degree,58.8,Pass
STU0356,Emily Jackson,Female,20,Mechanical Engineering,87.2,5.2,4.7,1.6,84.2,Medium,Bachelor's Degree,67.4,Pass
STU0357,Michael Miller,Male,20,Computer Science,91.6,3.8,8.8,1.9,80.4,High,Bachelor's Degree,62.2,Pass
STU0358,Karen Moore,Female,22,Computer Science,96.5,5.1,6.6,3.2,87.2,Medium,Bachelor's Degree,59.5,Pass
STU0359,Donna Brown,Female,20,Mechanical Engineering,82.6,5.5,7.8,6.7,96.2,Medium,Bachelor's Degree,63.7,Pass
STU0360,Karen Smith,Female,21,Mechanical Engineering,85.5,3.7,6.9,5.1,87.6,High,Bachelor's Degree,51.7,Pass
STU0361,Paul Jones,Male,19,Mechanical Engineering,83.9,2.6,6.7,3.8,81.3,High,Bachelor's Degree,57.2,Pass
STU0362,Margaret Taylor,Female,20,Computer Science,65.3,7.8,7.2,4.3,73.1,Medium,High School,67.6,Pass
STU0363,Robert Lopez,Male,20,Business Administration,78.3,6.3,7.0,5.0,77.1,Medium,High School,45.9,Fail
STU0364,Patricia Smith,Female,22,Mechanical Engineering,78.3,3.8,6.7,4.5,89.7,Medium,High School,58.5,Pass
STU0365,Kimberly Thomas,Female,21,Information Technology,76.9,5.5,6.9,3.0,78.5,High,Master's Degree,67.4,Pass
STU0366,William Anderson,Male,19,Mechanical Engineering,81.6,1.7,7.5,2.2,69.6,Medium,Associate's Degree,39.2,Fail
STU0367,Jennifer Miller,Female,22,Electrical Engineering,79.8,1.0,7.6,3.3,99.2,High,High School,53.6,Pass
STU0368,Lisa Martinez,Female,22,Mechanical Engineering,72.1,7.4,7.1,5.0,99.9,Low,High School,60.2,Pass
STU0369,Thomas Wilson,Male,21,Computer Science,80.5,5.5,7.7,3.1,82.4,Medium,Bachelor's Degree,65.4,Pass
STU0370,Matthew Johnson,Male,19,Mechanical Engineering,75.6,4.9,6.5,1.8,71.4,Medium,High School,51.0,Pass
STU0371,Robert Miller,Male,21,Electrical Engineering,55.8,5.5,9.7,1.0,87.2,Medium,Bachelor's Degree,56.4,Pass
STU0372,Paul Williams,Male,19,Information Technology,68.0,10.0,8.8,3.3,82.3,Low,High School,61.3,Pass
STU0373,Charles Miller,Male,21,Business Administration,82.9,6.9,7.9,2.0,94.6,Medium,Master's Degree,71.1,Pass
STU0374,Sarah Taylor,Female,22,Mechanical Engineering,92.9,2.7,4.7,2.8,77.3,Medium,PhD,54.8,Pass
STU0375,Christopher Miller,Male,22,Electrical Engineering,57.7,1.3,7.7,5.7,91.7,Medium,PhD,46.2,Fail
STU0376,Anthony Jackson,Male,18,Electrical Engineering,73.3,7.3,6.6,3.4,79.6,Low,Associate's Degree,60.5,Pass
STU0377,Linda Garcia,Female,20,Information Technology,86.3,6.9,5.8,2.4,100.0,Medium,Bachelor's Degree,74.5,Pass
STU0378,Charles Miller,Male,21,Computer Science,90.8,6.3,6.6,4.0,88.1,Low,Bachelor's Degree,64.2,Pass
STU0379,Betty Wilson,Female,18,Mechanical Engineering,77.8,3.2,6.0,6.4,94.4,Low,Associate's Degree,54.5,Pass
STU0380,Michael Davis,Male,20,Electrical Engineering,75.2,5.8,7.6,3.3,77.8,Medium,Associate's Degree,58.5,Pass
STU0381,William Smith,Male,21,Information Technology,94.2,3.4,8.9,1.0,70.1,High,High School,50.9,Pass
STU0382,Linda Williams,Female,19,Business Administration,90.0,6.5,8.0,4.5,63.2,Medium,Bachelor's Degree,57.7,Pass
STU0383,Sarah Davis,Female,20,Electrical Engineering,90.6,7.2,10.0,4.0,100.0,Medium,High School,72.8,Pass
STU0384,Mary Garcia,Female,22,Information Technology,77.3,3.8,5.1,3.6,81.8,Medium,Bachelor's Degree,46.9,Fail
STU0385,Sarah Miller,Female,18,Computer Science,93.1,7.5,6.4,3.2,75.5,Medium,Bachelor's Degree,74.9,Pass
STU0386,Linda Gonzalez,Female,20,Computer Science,62.5,5.3,5.9,2.3,93.9,Medium,Bachelor's Degree,56.7,Pass
STU0387,Steven Johnson,Male,20,Electrical Engineering,93.3,6.1,8.5,5.8,97.9,High,Master's Degree,89.0,Pass
STU0388,William Lopez,Male,22,Electrical Engineering,81.3,2.1,6.7,1.0,93.5,High,Bachelor's Degree,54.6,Pass
STU0389,Jessica Garcia,Female,21,Mechanical Engineering,83.3,5.5,7.2,3.0,70.7,Medium,Bachelor's Degree,65.9,Pass
STU0390,Jessica Moore,Female,19,Information Technology,72.5,3.5,7.8,3.0,92.5,Medium,Bachelor's Degree,60.1,Pass
STU0391,Jennifer Lopez,Female,22,Electrical Engineering,63.9,6.0,5.3,4.8,85.6,Medium,High School,49.5,Fail
STU0392,Robert Garcia,Male,19,Mechanical Engineering,83.1,8.2,6.3,5.4,100.0,Medium,Associate's Degree,76.4,Pass
STU0393,John Lopez,Male,21,Mechanical Engineering,87.5,5.6,8.2,3.2,90.3,Low,PhD,70.1,Pass
STU0394,Patricia Garcia,Female,20,Electrical Engineering,89.0,3.0,6.3,3.8,83.7,Low,PhD,53.5,Pass
STU0395,Steven Williams,Male,19,Computer Science,87.9,6.4,4.9,3.9,98.5,Medium,Bachelor's Degree,69.5,Pass
STU0396,Patricia Martin,Female,18,Information Technology,85.7,5.9,5.9,5.1,93.5,High,High School,70.1,Pass
STU0397,Jessica Lopez,Female,18,Information Technology,72.8,9.5,6.7,5.0,98.1,Low,High School,73.8,Pass
STU0398,Michael Jones,Male,22,Computer Science,89.7,5.6,7.2,2.7,80.3,Low,Associate's Degree,57.9,Pass
STU0399,Betty Anderson,Female,21,Electrical Engineering,71.6,3.7,6.9,4.2,78.5,Medium,Master's Degree,51.3,Pass
STU0400,Ashley Martinez,Female,22,Information Technology,93.1,6.7,6.3,4.1,69.7,High,Bachelor's Degree,65.6,Pass
STU0401,Donald Lopez,Male,22,Electrical Engineering,81.2,4.7,8.1,3.3,77.2,Low,Master's Degree,62.2,Pass
STU0402,Kimberly Thomas,Female,22,Electrical Engineering,81.5,5.2,6.8,4.1,91.4,Low,Bachelor's Degree,57.0,Pass
STU0403,Nancy Davis,Female,18,Mechanical Engineering,90.7,3.0,7.3,3.5,87.8,Medium,High School,56.6,Pass
STU0404,Michelle Williams,Female,18,Computer Science,92.0,4.7,6.3,3.7,74.6,Medium,High School,45.9,Fail
STU0405,Donald Gonzalez,Male,22,Electrical Engineering,89.7,5.1,8.8,1.5,97.4,Low,High School,63.3,Pass
STU0406,Donna Davis,Female,18,Business Administration,73.8,4.7,6.5,2.1,100.0,Low,Bachelor's Degree,64.1,Pass
STU0407,William Martin,Male,21,Computer Science,89.6,3.7,7.1,4.7,73.9,Medium,High School,61.0,Pass
STU0408,Joseph Lopez,Male,22,Information Technology,73.9,5.6,8.2,1.7,80.7,Medium,Bachelor's Degree,65.3,Pass
STU0409,Mary Martin,Female,18,Mechanical Engineering,89.9,3.0,7.3,4.2,75.9,High,Bachelor's Degree,54.9,Pass
STU0410,David Moore,Male,19,Information Technology,67.7,2.5,7.3,3.4,77.2,Medium,Associate's Degree,37.8,Fail
STU0411,Joseph Miller,Male,22,Information Technology,81.1,6.6,4.6,5.0,87.8,Low,High School,56.9,Pass
STU0412,Mary Thomas,Female,22,Computer Science,73.8,6.4,7.8,4.5,76.8,Medium,High School,56.1,Pass
STU0413,Nancy Garcia,Female,21,Information Technology,90.7,2.1,7.1,2.8,78.4,Medium,Bachelor's Degree,53.7,Pass
STU0414,Michelle Johnson,Female,20,Electrical Engineering,93.2,1.0,7.6,3.2,81.1,Low,Bachelor's Degree,43.7,Fail
STU0415,Sandra Brown,Female,20,Information Technology,84.0,2.8,7.2,1.0,85.7,High,Associate's Degree,56.7,Pass
STU0416,James Moore,Male,21,Mechanical Engineering,83.7,4.7,6.3,3.3,97.9,High,Master's Degree,60.5,Pass
STU0417,Matthew Johnson,Male,21,Mechanical Engineering,89.0,7.5,8.1,1.6,87.2,Low,Bachelor's Degree,65.5,Pass
STU0418,Thomas Johnson,Male,21,Business Administration,93.2,4.7,7.2,3.2,79.0,Low,Bachelor's Degree,53.1,Pass
STU0419,Sarah Smith,Female,20,Mechanical Engineering,82.4,3.3,5.5,2.5,88.3,Low,Bachelor's Degree,55.2,Pass
STU0420,Lisa Williams,Female,21,Information Technology,77.0,5.3,8.6,2.2,86.9,Low,Master's Degree,56.2,Pass
STU0421,Michelle Brown,Female,18,Mechanical Engineering,88.5,4.7,5.3,5.3,82.0,Medium,Bachelor's Degree,63.0,Pass
STU0422,Emily Garcia,Female,22,Computer Science,63.4,2.0,8.1,1.6,81.8,Medium,Associate's Degree,40.1,Fail
STU0423,Robert Hernandez,Male,22,Mechanical Engineering,91.1,2.0,8.8,2.1,77.2,High,Associate's Degree,61.0,Pass
STU0424,Margaret Jones,Female,19,Electrical Engineering,74.9,2.0,5.7,2.5,73.3,Low,Bachelor's Degree,29.9,Fail
STU0425,Joshua Martinez,Male,19,Computer Science,79.6,10.0,6.9,2.8,69.9,Medium,Bachelor's Degree,75.6,Pass
STU0426,Nancy Anderson,Female,22,Business Administration,91.2,6.9,6.7,2.2,83.7,High,Bachelor's Degree,73.3,Pass
STU0427,Steven Martinez,Male,18,Electrical Engineering,77.8,3.7,6.8,3.0,63.5,Medium,Master's Degree,44.3,Fail
STU0428,Barbara Moore,Female,20,Information Technology,88.5,7.4,9.2,4.0,80.8,Low,Master's Degree,63.3,Pass
STU0429,Matthew Williams,Male,20,Information Technology,93.4,3.8,5.7,4.5,89.4,Low,Associate's Degree,51.9,Pass
STU0430,Charles Wilson,Male,18,Information Technology,83.1,7.4,6.6,4.4,71.3,Medium,High School,61.4,Pass
STU0431,David Williams,Male,20,Electrical Engineering,85.1,5.2,8.8,1.0,82.1,High,Associate's Degree,57.8,Pass
